"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2203698","6","090421100080","090421000080","0904 21 10","0904 21","--- niet-scherpsmakende pepers (Capsicum annuum)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203699","6","090421900080","090421000080","0904 21 90","0904 21","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203700","5","090422000080","090421000010","0904 22 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203701","3","090500000080","090021000090","0905","09","Vanille",,
"2203702","4","090510000080","090500000080","0905 10 00","0905","- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203703","4","090520000080","090500000080","0905 20 00","0905","- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203704","3","090600000080","090021000090","0906","09","Kaneel en kaneelknoppen",,
"2203705","4","090611000010","090600000080",,"0906","- niet fijngemaakt en niet gemalen",,
"2203706","5","090611000080","090611000010","0906 11 00",,"-- kaneel (Cinnamomum zeylanicum Blume)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203707","5","090619000080","090611000010","0906 19 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203708","4","090620000080","090600000080","0906 20 00","0906","- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203709","3","090700000080","090021000090","0907","09","Kruidnagels, moernagels en kruidnagelstelen",,
"2203710","4","090710000080","090700000080","0907 10 00","0907","- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203711","4","090720000080","090700000080","0907 20 00","0907","- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203712","3","090800000080","090021000090","0908","09","Muskaatnoten, foelie, amomen en kardemom",,
"2203713","4","090811000010","090800000080",,"0908","- muskaatnoten",,
"2203714","5","090811000080","090811000010","0908 11 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203715","5","090812000080","090811000010","0908 12 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203716","4","090821000010","090800000080",,"0908","- foelie",,
"2203717","5","090821000080","090821000010","0908 21 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203718","5","090822000080","090821000010","0908 22 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203719","4","090831000010","090800000080",,"0908","- amomen en kardemom",,
"2203720","5","090831000080","090831000010","0908 31 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203721","5","090832000080","090831000010","0908 32 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203722","3","090900000080","090021000090","0909","09","Anijszaad, steranijszaad, venkelzaad, korianderzaad, komijnzaad en karwijzaad; jeneverbessen",,
"2203723","4","090921000010","090900000080",,"0909","- korianderzaad",,
"2203724","5","090921000080","090921000010","0909 21 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203725","5","090922000080","090921000010","0909 22 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203726","4","090931000010","090900000080",,"0909","- komijnzaad",,
"2203727","5","090931000080","090931000010","0909 31 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203728","5","090932000080","090931000010","0909 32 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203729","4","090961000010","090900000080",,"0909","- anijszaad, steranijszaad, karwijzaad en venkelzaad; jeneverbessen",,
"2203730","5","090961000080","090961000010","0909 61 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203731","5","090962000080","090961000010","0909 62 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203732","3","091000000080","090021000090","0910","09","Gember, saffraan, kurkuma, tijm, laurierbladeren, kerrie en andere specerijen",,
"2203733","4","091011000010","091000000080",,"0910","- gember",,
"2203734","5","091011000080","091011000010","0910 11 00",,"-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203735","5","091012000080","091011000010","0910 12 00",,"-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203736","4","091020000080","091000000080","0910 20","0910","- saffraan",,
"2203737","5","091020100080","091020000080","0910 20 10","0910 20","-- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203738","5","091020900080","091020000080","0910 20 90","0910 20","-- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203739","4","091030000080","091000000080","0910 30 00","0910","- kurkuma","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203740","4","091091000010","091000000080",,"0910","- andere",,
"2203741","5","091091000080","091091000010","0910 91",,"-- mengsels bedoeld bij aantekening 1, onder b), op dit hoofdstuk",,
"2203742","6","091091050080","091091000080","0910 91 05","0910 91","--- kerrie","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203743","6","091091100010","091091000080",,"0910 91","--- andere",,
"2203744","7","091091100080","091091100010","0910 91 10",,"---- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203745","7","091091900080","091091100010","0910 91 90",,"---- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203746","5","091099000080","091091000010","0910 99",,"-- andere",,
"2203747","6","091099100080","091099000080","0910 99 10","0910 99","--- fenegriekzaad","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203748","6","091099310010","091099000080",,"0910 99","--- tijm",,
"2203749","7","091099310020","091099310010",,,"---- niet fijngemaakt en niet gemalen",,
"2203750","8","091099310080","091099310020","0910 99 31",,"----- wilde tijm (Thymus serpyllum L.)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203751","8","091099330080","091099310020","0910 99 33",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203752","7","091099390080","091099310010","0910 99 39",,"---- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203753","6","091099500080","091099000080","0910 99 50","0910 99","--- laurierbladeren","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203754","6","091099910010","091099000080",,"0910 99","--- andere",,
"2203755","7","091099910080","091099910010","0910 99 91",,"---- niet fijngemaakt en niet gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203756","7","091099990080","091099910010","0910 99 99",,"---- fijngemaakt of gemalen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203757","2","100021000090","060011000090","10","II","HOOFDSTUK 10 - GRANEN",,
"2203758","3","100100000080","100021000090","1001","10","Tarwe en mengkoren",,
"2203759","4","100111000010","100100000080",,"1001","- harde tarwe",,
"2203760","5","100111000080","100111000010","1001 11 00",,"-- zaaigoed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203761","5","100119000080","100111000010","1001 19 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203762","4","100191000010","100100000080",,"1001","- andere",,
"2203763","5","100191000080","100191000010","1001 91",,"-- zaaigoed",,
"2203764","6","100191100080","100191000080","1001 91 10","1001 91","--- spelt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203765","6","100191200080","100191000080","1001 91 20","1001 91","--- zachte tarwe en mengkoren","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203766","6","100191900080","100191000080","1001 91 90","1001 91","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203767","5","100199000080","100191000010","1001 99 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203768","3","100200000080","100021000090","1002","10","Rogge",,
"2203769","4","100210000080","100200000080","1002 10 00","1002","- zaaigoed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203770","4","100290000080","100200000080","1002 90 00","1002","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203771","3","100300000080","100021000090","1003","10","Gerst",,
"2203772","4","100310000080","100300000080","1003 10 00","1003","- zaaigoed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203773","4","100390000080","100300000080","1003 90 00","1003","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203774","3","100400000080","100021000090","1004","10","Haver",,
"2203775","4","100410000080","100400000080","1004 10 00","1004","- zaaigoed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203776","4","100490000080","100400000080","1004 90 00","1004","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203777","3","100500000080","100021000090","1005","10","Mais",,
"2203778","4","100510000080","100500000080","1005 10","1005","- zaaigoed",,
"2203779","5","100510130010","100510000080",,"1005 10","-- hybriden",,
"2203780","6","100510130080","100510130010","1005 10 13",,"--- drieweghybriden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203781","6","100510150080","100510130010","1005 10 15",,"--- enkele hybriden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203782","6","100510180080","100510130010","1005 10 18",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203783","5","100510900080","100510000080","1005 10 90","1005 10","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203784","4","100590000080","100500000080","1005 90 00","1005","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203785","3","100600000080","100021000090","1006","10","Rijst",,
"2203786","4","100610000080","100600000080","1006 10","1006","- padie",,
"2203787","5","100610100080","100610000080","1006 10 10","1006 10","-- zaaigoed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203788","5","100610300010","100610000080",,"1006 10","-- andere",,
"2203789","6","100610300080","100610300010","1006 10 30",,"--- rondkorrelige rijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203790","6","100610500080","100610300010","1006 10 50",,"--- halflangkorrelige rijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203791","6","100610710010","100610300010",,,"--- langkorrelige rijst",,
"2203792","7","100610710080","100610710010","1006 10 71",,"---- waarvan de verhouding lengte/breedte groter is dan 2 doch kleiner dan 3","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203793","7","100610790080","100610710010","1006 10 79",,"---- waarvan de verhouding lengte/breedte gelijk is aan of groter dan 3","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203794","4","100620000080","100600000080","1006 20","1006","- gedopte (bruine) rijst of zilvervliesrijst",,
"2203795","5","100620110010","100620000080",,"1006 20","-- voorgekookte (parboiled) rijst",,
"2203796","6","100620110080","100620110010","1006 20 11",,"--- rondkorrelige rijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203797","6","100620130080","100620110010","1006 20 13",,"--- halflangkorrelige rijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203798","6","100620150010","100620110010",,,"--- langkorrelige rijst",,
"2203799","7","100620150080","100620150010","1006 20 15",,"---- waarvan de verhouding lengte/breedte groter is dan 2 doch kleiner dan 3","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2203800","7","100620170080","100620150010","1006 20 17",,"---- waarvan de verhouding lengte/breedte gelijk is aan of groter dan 3","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
