"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2204305","3","151800000080","150021000090","1518 00","15","Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included","Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils, n.e.s.",,
"2204306","4","151800100080","151800000080","1518 00 10","1518 00","- Linoxyn","Linoxyn","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204307","4","151800310010","151800000080",,"1518 00","- Fixed vegetable oils, fluid, mixed, for technical or industrial uses other than the manufacture of foodstuffs for human consumption",,,
"2204308","5","151800310080","151800310010","1518 00 31",,"-- Crude","Crude fixed vegetable oils, fluid, mixed, inedible, n.e.s., for technical or industrial uses (excl. for production of foodstuffs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204309","5","151800390080","151800310010","1518 00 39",,"-- Other","Fixed vegetable oils, fluid, mixed, inedible, n.e.s., for technical or industrial uses (excl. crude oils and for production of foodstuffs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204310","4","151800910010","151800000080",,"1518 00","- Other",,,
"2204311","5","151800910080","151800910010","1518 00 91",,"-- Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516","Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified (excl. those of heading 1516 and linoxyn [oxidised linseed oil])","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204312","5","151800950010","151800910010",,,"-- Other",,,
"2204313","6","151800950080","151800950010","1518 00 95",,"--- Inedible mixtures or preparations of animal or of animal and vegetable fats and oils and their fractions","Inedible mixtures or preparations ""yellow grease"" of animal or of animal and vegetable fats and oils and their fractions","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204314","6","151800990080","151800950010","1518 00 99",,"--- Other","Mixtures and preparations of animal or vegetable fats and oils and of fractions of various fats and oils, inedible, n.e.s., in chapter 15","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204315","3","152000000080","150021000090","1520 00 00","15","Glycerol, crude; glycerol waters and glycerol lyes","Glycerol, crude; glycerol waters and glycerol lyes","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204316","3","152100000080","150021000090","1521","15","Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured","Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured (excl. triglycerides)",,
"2204317","4","152110000080","152100000080","1521 10 00","1521","- Vegetable waxes","Vegetable waxes, whether or not refined or coloured (excl. triglycerides)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204318","4","152190000080","152100000080","1521 90","1521","- Other","Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",,
"2204319","5","152190100080","152190000080","1521 90 10","1521 90","-- Spermaceti, whether or not refined or coloured","Spermaceti, whether or not refined or coloured","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204320","5","152190910010","152190000080",,"1521 90","-- Beeswax and other insect waxes, whether or not refined or coloured",,,
"2204321","6","152190910080","152190910010","1521 90 91",,"--- Raw","Beeswax and other insect waxes, crude","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204322","6","152190990080","152190910010","1521 90 99",,"--- Other","Beeswax and other insect waxes, whether or not refined or coloured (excl. crude)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204323","3","152200000080","150021000090","1522 00","15","Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes","Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes",,
"2204324","4","152200100080","152200000080","1522 00 10","1522 00","- Degras","Degras","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204325","4","152200310010","152200000080",,"1522 00","- Residues resulting from the treatment of fatty substances or animal or vegetable waxes",,,
"2204326","5","152200310020","152200310010",,,"-- Containing oil having the characteristics of olive oil",,,
"2204327","6","152200310080","152200310020","1522 00 31",,"--- Soapstocks","Soapstocks containing oil with characteristics of olive oil","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204328","6","152200390080","152200310020","1522 00 39",,"--- Other","Residues from treatment of fatty substances containing oil with characteristics of olive oil (excl. soapstocks)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204329","5","152200910010","152200310010",,,"-- Other",,,
"2204330","6","152200910080","152200910010","1522 00 91",,"--- Oil foots and dregs; soapstocks","Oil foots and dregs; soapstocks (excl. those containing oil with characteristics of olive oil)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204331","6","152200990080","152200910010","1522 00 99",,"--- Other","Residues from treatment of fatty substances or animal and vegetable waxes (excl. those containing oil with characteristics of olive oil, oil foots and dregs and soapstocks)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204332","1","160011000090",,"IV",,"SECTION IV - PREPARED FOODSTUFFS; BEVERAGES, SPIRITS AND VINEGAR; TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","PREPARED FOODSTUFFS; BEVERAGES, SPIRITS AND VINEGAR; TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES",,
"2204333","2","160021000090","160011000090","16","IV","CHAPTER 16 - PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,
"2204334","3","160100000080","160021000090","1601 00","16","Sausages and similar products, of meat, meat offal or blood; food preparations based on these products","Sausages and similar products, of meat, offal or blood; food preparations based on these products",,
"2204335","4","160100100080","160100000080","1601 00 10","1601 00","- Of liver","Liver sausages and similar products and food preparations based thereon","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204336","4","160100910010","160100000080",,"1601 00","- Other",,,
"2204337","5","160100910080","160100910010","1601 00 91",,"-- Sausages, dry or for spreading, uncooked","Uncooked sausages, dry or for spreading, of meat, offal or blood (excl. liver)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204338","5","160100990080","160100910010","1601 00 99",,"-- Other","Sausages and similar products of meat, offal or blood and food preparations based thereon (excl. liver sausages and uncooked sausages)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204339","3","160200000080","160021000090","1602","16","Other prepared or preserved meat, meat offal or blood","Prepared or preserved meat, offal or blood (excl. sausages and similar products, and meat extracts and juices)",,
"2204340","4","160210000080","160200000080","1602 10 00","1602","- Homogenised preparations","Homogenised prepared meat, offal or blood, put up for retail sale as infant food or for dietetic purposes, in containers of <= 250 g","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204341","4","160220000080","160200000080","1602 20","1602","- Of liver of any animal","Preparations of liver of any animal (excl. sausages and similar products and finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g)",,
"2204342","5","160220100080","160220000080","1602 20 10","1602 20","-- Goose or duck liver","Preparations of goose or duck liver (excl. sausages and similar products and finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204343","5","160220900080","160220000080","1602 20 90","1602 20","-- Other","Preparations of liver (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g and goose or duck liver)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2204344","4","160231000010","160200000080",,"1602","- Of poultry of heading 0105",,,
"2204345","5","160231000080","160231000010","1602 31",,"-- Of turkeys","Meat or offal of turkeys ""Gallus domesticus"", prepared or preserved (excl. sausages and similar products, and finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",,
